kind	id	required_case_ids
library	zip-sticky-completion	library:zip-sticky-completion:complete,library:zip-sticky-completion:late-detection,library:zip-sticky-completion:fault
library	msexpand-sticky-completion	library:msexpand-sticky-completion:complete,library:msexpand-sticky-completion:late-detection,library:msexpand-sticky-completion:fault
library	sis-sticky-completion	library:sis-sticky-completion:complete,library:sis-sticky-completion:late-detection,library:sis-sticky-completion:fault
library	pdf-sticky-completion	library:pdf-sticky-completion:complete,library:pdf-sticky-completion:late-detection,library:pdf-sticky-completion:fault
library	cpio-sticky-completion	library:cpio-sticky-completion:complete,library:cpio-sticky-completion:late-detection,library:cpio-sticky-completion:fault
library	msxml-sticky-completion	library:msxml-sticky-completion:complete,library:msxml-sticky-completion:late-detection,library:msxml-sticky-completion:fault
library	ole2-sticky-completion	library:ole2-sticky-completion:complete,library:ole2-sticky-completion:late-detection,library:ole2-sticky-completion:fault
library	hwp5-stream-sticky-completion	library:hwp5-stream-sticky-completion:complete,library:hwp5-stream-sticky-completion:late-detection,library:hwp5-stream-sticky-completion:fault
library	hwpole2-sticky-completion	library:hwpole2-sticky-completion:complete,library:hwpole2-sticky-completion:late-detection,library:hwpole2-sticky-completion:fault
library	hwp3-sticky-completion	library:hwp3-sticky-completion:complete,library:hwp3-sticky-completion:late-detection,library:hwp3-sticky-completion:fault
library	native-executable-sticky-completion	library:native-executable-sticky-completion:complete,library:native-executable-sticky-completion:late-detection,library:native-executable-sticky-completion:fault
library	archive-compression-current-rerun	library:archive-compression-current-rerun:complete,library:archive-compression-current-rerun:late-detection,library:archive-compression-current-rerun:fault
library	xar-gzip-member-finalization	library:xar-gzip-member-finalization:complete,library:xar-gzip-member-finalization:late-detection,library:xar-gzip-member-finalization:fault
library	xar-toc-decoder-finalization	library:xar-toc-decoder-finalization:complete,library:xar-toc-decoder-finalization:late-detection,library:xar-toc-decoder-finalization:fault
library	hwp3-top-level-boundary	library:hwp3-top-level-boundary:complete,library:hwp3-top-level-boundary:late-detection,library:hwp3-top-level-boundary:fault
library	hwp3-paragraph-end-marker	library:hwp3-paragraph-end-marker:complete,library:hwp3-paragraph-end-marker:late-detection,library:hwp3-paragraph-end-marker:fault
library	hwp3-current-rerun	library:hwp3-current-rerun:complete,library:hwp3-current-rerun:late-detection,library:hwp3-current-rerun:fault
library	ole2-stream-chain-status	library:ole2-stream-chain-status:complete,library:ole2-stream-chain-status:late-detection,library:ole2-stream-chain-status:fault
library	ole2-encrypted-plaintext-length	library:ole2-encrypted-plaintext-length:complete,library:ole2-encrypted-plaintext-length:late-detection,library:ole2-encrypted-plaintext-length:fault
library	ole2-workbook-encryption-probe	library:ole2-workbook-encryption-probe:complete,library:ole2-workbook-encryption-probe:late-detection,library:ole2-workbook-encryption-probe:fault
library	udf-anchor-sequence-admission	library:udf-anchor-sequence-admission:complete,library:udf-anchor-sequence-admission:late-detection,library:udf-anchor-sequence-admission:fault
library	udf-root-icb-directory-traversal	library:udf-root-icb-directory-traversal:complete,library:udf-root-icb-directory-traversal:late-detection,library:udf-root-icb-directory-traversal:fault
library	udf-descriptor-tag-integrity	library:udf-descriptor-tag-integrity:complete,library:udf-descriptor-tag-integrity:late-detection,library:udf-descriptor-tag-integrity:fault
library	udf-directory-admission	library:udf-directory-admission:complete,library:udf-directory-admission:late-detection,library:udf-directory-admission:fault
library	udf-allocation-window-admission	library:udf-allocation-window-admission:complete,library:udf-allocation-window-admission:late-detection,library:udf-allocation-window-admission:fault
library	fmap-gets-admission	library:fmap-gets-admission:complete,library:fmap-gets-admission:late-detection,library:fmap-gets-admission:fault
library	swizz-string-input	library:swizz-string-input:complete,library:swizz-string-input:late-detection,library:swizz-string-input:fault
library	hash-file-length-admission	library:hash-file-length-admission:complete,library:hash-file-length-admission:late-detection,library:hash-file-length-admission:fault
library	signature-database-api-admission	library:signature-database-api-admission:complete,library:signature-database-api-admission:late-detection,library:signature-database-api-admission:fault
library	matcher-pattern-length-admission	library:matcher-pattern-length-admission:complete,library:matcher-pattern-length-admission:late-detection,library:matcher-pattern-length-admission:fault
library	iso-descriptor-boundary	library:iso-descriptor-boundary:complete,library:iso-descriptor-boundary:late-detection,library:iso-descriptor-boundary:fault
library	iso-directory-record-boundary	library:iso-directory-record-boundary:complete,library:iso-directory-record-boundary:late-detection,library:iso-directory-record-boundary:fault
library	riff-size-promotion	library:riff-size-promotion:complete,library:riff-size-promotion:late-detection,library:riff-size-promotion:fault
library	yara-arena-admission	library:yara-arena-admission:complete,library:yara-arena-admission:late-detection,library:yara-arena-admission:fault
library	clamd-admission-measurements	library:clamd-admission-measurements:complete,library:clamd-admission-measurements:late-detection,library:clamd-admission-measurements:fault
library	hfsplus-compressed-resource-map	library:hfsplus-compressed-resource-map:complete,library:hfsplus-compressed-resource-map:late-detection,library:hfsplus-compressed-resource-map:fault
library	hfsplus-catalog-leaf-chain-admission	library:hfsplus-catalog-leaf-chain-admission:complete,library:hfsplus-catalog-leaf-chain-admission:late-detection,library:hfsplus-catalog-leaf-chain-admission:fault
library	hfsplus-options-admission	library:hfsplus-options-admission:complete,library:hfsplus-options-admission:late-detection,library:hfsplus-options-admission:fault
library	yara-instruction-stream-admission	library:yara-instruction-stream-admission:complete,library:yara-instruction-stream-admission:late-detection,library:yara-instruction-stream-admission:fault
library	partition-intersection-overlap	library:partition-intersection-overlap:complete,library:partition-intersection-overlap:late-detection,library:partition-intersection-overlap:fault
library	partition-scan-state-admission	library:partition-scan-state-admission:complete,library:partition-scan-state-admission:late-detection,library:partition-scan-state-admission:fault
library	cpio-name-termination	library:cpio-name-termination:complete,library:cpio-name-termination:late-detection,library:cpio-name-termination:fault
library	tar-map	library:tar-map:complete,library:tar-map:late-detection,library:tar-map:fault
library	hwp3-context	library:hwp3-context:complete,library:hwp3-context:late-detection,library:hwp3-context:fault
library	elf-unpack-entry	library:elf-unpack-entry:complete,library:elf-unpack-entry:late-detection,library:elf-unpack-entry:fault
library	macho-unpack-entry	library:macho-unpack-entry:complete,library:macho-unpack-entry:late-detection,library:macho-unpack-entry:fault
library	path	library:path:clean-edge,library:path:detection-edge,library:path:limit-edge
library	filetype-signature-range	library:filetype-signature-range:complete,library:filetype-signature-range:late-detection,library:filetype-signature-range:fault
library	containment-macros	library:containment-macros:complete,library:containment-macros:late-detection,library:containment-macros:fault
library	fd	library:fd:clean-edge,library:fd:detection-edge,library:fd:limit-edge
library	fmap	library:fmap:clean-edge,library:fmap:detection-edge,library:fmap:limit-edge
library	io	library:io:complete,library:io:late-detection,library:io:fault
library	callback	library:callback:complete,library:callback:late-detection,library:callback:fault
library	alert-callback-dismissal-failure	library:alert-callback-dismissal-failure:complete,library:alert-callback-dismissal-failure:late-detection,library:alert-callback-dismissal-failure:fault
library	scan-callback-dispatch-engine-admission	library:scan-callback-dispatch-engine-admission:complete,library:scan-callback-dispatch-engine-admission:late-detection,library:scan-callback-dispatch-engine-admission:fault
library	rust-utility-ffi-admission	library:rust-utility-ffi-admission:complete,library:rust-utility-ffi-admission:late-detection,library:rust-utility-ffi-admission:fault
library	rust-codesign-ffi-admission	library:rust-codesign-ffi-admission:complete,library:rust-codesign-ffi-admission:late-detection,library:rust-codesign-ffi-admission:fault
library	rust-cvd-cstring-admission	library:rust-cvd-cstring-admission:complete,library:rust-cvd-cstring-admission:late-detection,library:rust-cvd-cstring-admission:fault
library	rust-logging-cstring-admission	library:rust-logging-cstring-admission:complete,library:rust-logging-cstring-admission:late-detection,library:rust-logging-cstring-admission:fault
library	cdiff-ffi-admission	library:cdiff-ffi-admission:complete,library:cdiff-ffi-admission:late-detection,library:cdiff-ffi-admission:fault
library	rust-evidence-ffi-admission	library:rust-evidence-ffi-admission:complete,library:rust-evidence-ffi-admission:late-detection,library:rust-evidence-ffi-admission:fault
matcher	rust-fuzzy-image-ffi-admission	matcher:rust-fuzzy-image-ffi-admission:required-behavior,matcher:rust-fuzzy-image-ffi-admission:required-failure
library	production-cvd-ingress	library:production-cvd-ingress:complete,library:production-cvd-ingress:late-detection,library:production-cvd-ingress:fault
library	production-cvd-api-boundary	library:production-cvd-api-boundary:complete,library:production-cvd-api-boundary:late-detection,library:production-cvd-api-boundary:fault
library	descriptor-scan-boundary	library:descriptor-scan-boundary:complete,library:descriptor-scan-boundary:late-detection,library:descriptor-scan-boundary:fault
library	mspack-output-close	library:mspack-output-close:complete,library:mspack-output-close:late-detection,library:mspack-output-close:fault
library	mspack-file-positioning	library:mspack-file-positioning:complete,library:mspack-file-positioning:late-detection,library:mspack-file-positioning:fault
library	crypto-keyfile-close	library:crypto-keyfile-close:complete,library:crypto-keyfile-close:late-detection,library:crypto-keyfile-close:fault
library	crypto-certificate-directory	library:crypto-certificate-directory:complete,library:crypto-certificate-directory:late-detection,library:crypto-certificate-directory:fault
library	signature-database-close	library:signature-database-close:complete,library:signature-database-close:late-detection,library:signature-database-close:fault
library	hash-stream-read-close	library:hash-stream-read-close:complete,library:hash-stream-read-close:late-detection,library:hash-stream-read-close:fault
library	limits	library:limits:complete,library:limits:late-detection,library:limits:fault
library	scan-temp-setup	library:scan-temp-setup:complete,library:scan-temp-setup:late-detection,library:scan-temp-setup:fault
library	dispatch-status-init	library:dispatch-status-init:complete,library:dispatch-status-init:late-detection,library:dispatch-status-init:fault
library	raw-dispatch	library:raw-dispatch:complete,library:raw-dispatch:late-detection,library:raw-dispatch:fault
library	ole2-xlm-biff	library:ole2-xlm-biff:complete,library:ole2-xlm-biff:late-detection,library:ole2-xlm-biff:fault
library	xar-sticky-completion	library:xar-sticky-completion:complete,library:xar-sticky-completion:late-detection,library:xar-sticky-completion:fault
library	xar-toc-completion	library:xar-toc-completion:complete,library:xar-toc-completion:late-detection,library:xar-toc-completion:fault
library	rtf-description	library:rtf-description:complete,library:rtf-description:late-detection,library:rtf-description:fault
library	jpeg-map	library:jpeg-map:complete,library:jpeg-map:late-detection,library:jpeg-map:fault
clamscan	file	clamscan:file:clean-edge,clamscan:file:detection-edge,clamscan:file:limit-edge
clamscan	stdin	clamscan:stdin:clean-edge,clamscan:stdin:detection-edge,clamscan:stdin:limit-edge
clamd	SCAN	clamd:SCAN:clean-edge,clamd:SCAN:detection-edge,clamd:SCAN:limit-edge
clamd	FILDES	clamd:FILDES:clean-edge,clamd:FILDES:detection-edge,clamd:FILDES:limit-edge
clamd	INSTREAM	clamd:INSTREAM:clean-edge,clamd:INSTREAM:detection-edge,clamd:INSTREAM:limit-edge
clamd	SCANREPORT	clamd:SCANREPORT:clean-edge,clamd:SCANREPORT:detection-edge,clamd:SCANREPORT:limit-edge
clamd	CONTSCANREPORT	clamd:CONTSCANREPORT:clean-edge,clamd:CONTSCANREPORT:detection-edge,clamd:CONTSCANREPORT:limit-edge
clamd	MULTISCANREPORT	clamd:MULTISCANREPORT:clean-edge,clamd:MULTISCANREPORT:detection-edge,clamd:MULTISCANREPORT:limit-edge
clamd	ALLMATCHSCANREPORT	clamd:ALLMATCHSCANREPORT:clean-edge,clamd:ALLMATCHSCANREPORT:detection-edge,clamd:ALLMATCHSCANREPORT:limit-edge
clamd	FILDESREPORT	clamd:FILDESREPORT:clean-edge,clamd:FILDESREPORT:detection-edge,clamd:FILDESREPORT:limit-edge
clamd	INSTREAMREPORT	clamd:INSTREAMREPORT:clean-edge,clamd:INSTREAMREPORT:detection-edge,clamd:INSTREAMREPORT:limit-edge
clamd	response-write	clamd:response-write:clean-edge,clamd:response-write:detection-edge,clamd:response-write:limit-edge
clamdscan	fdpass	clamdscan:fdpass:clean-edge,clamdscan:fdpass:detection-edge,clamdscan:fdpass:limit-edge
clamdscan	stream	clamdscan:stream:clean-edge,clamdscan:stream:detection-edge,clamdscan:stream:limit-edge
clamdscan	default	clamdscan:default:clean-edge,clamdscan:default:detection-edge,clamdscan:default:limit-edge
clamdscan	multiscan	clamdscan:multiscan:clean-edge,clamdscan:multiscan:detection-edge,clamdscan:multiscan:limit-edge
clamdscan	stream-multiscan	clamdscan:stream-multiscan:clean-edge,clamdscan:stream-multiscan:detection-edge,clamdscan:stream-multiscan:limit-edge
clamdscan	fdpass-multiscan	clamdscan:fdpass-multiscan:clean-edge,clamdscan:fdpass-multiscan:detection-edge,clamdscan:fdpass-multiscan:limit-edge
clamdscan	clamdscan-directory-walk-failure	clamdscan:clamdscan-directory-walk-failure:clean-edge,clamdscan:clamdscan-directory-walk-failure:detection-edge,clamdscan:clamdscan-directory-walk-failure:limit-edge
clamdscan	clamdscan-idsession-termination-send	clamdscan:clamdscan-idsession-termination-send:clean-edge,clamdscan:clamdscan-idsession-termination-send:detection-edge,clamdscan:clamdscan-idsession-termination-send:limit-edge
clamd	MULTISCAN	clamd:MULTISCAN:clean-edge,clamd:MULTISCAN:detection-edge,clamd:MULTISCAN:limit-edge
milter	message	milter:message:clean-edge,milter:message:detection-edge,milter:message:limit-edge
on-access	permission	on-access:permission:clean-edge,on-access:permission:detection-edge,on-access:permission:limit-edge,on-access:permission:resource-edge,on-access:permission:timeout-edge,on-access:permission:parser-edge
unsupported	native-windows-memory-scan	unsupported:native-windows-memory-scan:unsupported-policy
matcher	ac	matcher:ac:exact-tail,matcher:ac:limit,matcher:ac:fault
matcher	bm	matcher:bm:exact-tail,matcher:bm:limit,matcher:bm:fault
matcher	byte-compare	matcher:byte-compare:exact-tail,matcher:byte-compare:limit,matcher:byte-compare:fault
matcher	hash	matcher:hash:exact-tail,matcher:hash:limit,matcher:hash:fault
matcher	raw-hash-finalization-status	matcher:raw-hash-finalization-status:exact-tail,matcher:raw-hash-finalization-status:limit,matcher:raw-hash-finalization-status:fault
matcher	pcre	matcher:pcre:exact-tail,matcher:pcre:limit,matcher:pcre:fault
matcher	logical	matcher:logical:exact-tail,matcher:logical:limit,matcher:logical:fault
matcher	yara	matcher:yara:exact-tail,matcher:yara:limit,matcher:yara:fault
matcher	bytecode	matcher:bytecode:exact-tail,matcher:bytecode:limit,matcher:bytecode:fault
matcher	fuzzy-image	matcher:fuzzy-image:required-behavior,matcher:fuzzy-image:required-failure
feature	BYTECODE_RUNTIME	feature:BYTECODE_RUNTIME:enabled,feature:BYTECODE_RUNTIME:disabled-or-rejection
feature	LARGE_FILE_DEFAULTS	feature:LARGE_FILE_DEFAULTS:enabled,feature:LARGE_FILE_DEFAULTS:disabled-or-rejection
feature	LARGE_FILE_QUALIFICATION_TEST	feature:LARGE_FILE_QUALIFICATION_TEST:enabled,feature:LARGE_FILE_QUALIFICATION_TEST:disabled-or-rejection
feature	MMAP_FOR_CROSSCOMPILING	feature:MMAP_FOR_CROSSCOMPILING:enabled,feature:MMAP_FOR_CROSSCOMPILING:disabled-or-rejection
feature	DISABLE_MPOOL	feature:DISABLE_MPOOL:enabled,feature:DISABLE_MPOOL:disabled-or-rejection
feature	ENABLE_FUZZ	feature:ENABLE_FUZZ:enabled,feature:ENABLE_FUZZ:disabled-or-rejection
feature	ENABLE_EXTERNAL_MSPACK	feature:ENABLE_EXTERNAL_MSPACK:enabled,feature:ENABLE_EXTERNAL_MSPACK:disabled-or-rejection
feature	ENABLE_JSON_SHARED	feature:ENABLE_JSON_SHARED:enabled,feature:ENABLE_JSON_SHARED:disabled-or-rejection
feature	ENABLE_APP	feature:ENABLE_APP:enabled,feature:ENABLE_APP:disabled-or-rejection
feature	ENABLE_MILTER	feature:ENABLE_MILTER:enabled,feature:ENABLE_MILTER:disabled-or-rejection
feature	ENABLE_CLAMONACC	feature:ENABLE_CLAMONACC:enabled,feature:ENABLE_CLAMONACC:disabled-or-rejection
feature	ENABLE_MAN_PAGES	feature:ENABLE_MAN_PAGES:enabled,feature:ENABLE_MAN_PAGES:disabled-or-rejection
feature	ENABLE_DOXYGEN	feature:ENABLE_DOXYGEN:enabled,feature:ENABLE_DOXYGEN:disabled-or-rejection
feature	ENABLE_EXAMPLES	feature:ENABLE_EXAMPLES:enabled,feature:ENABLE_EXAMPLES:disabled-or-rejection
feature	ENABLE_TESTS	feature:ENABLE_TESTS:enabled,feature:ENABLE_TESTS:disabled-or-rejection
feature	ENABLE_LIBCLAMAV_ONLY	feature:ENABLE_LIBCLAMAV_ONLY:enabled,feature:ENABLE_LIBCLAMAV_ONLY:disabled-or-rejection
feature	ENABLE_STATIC_LIB	feature:ENABLE_STATIC_LIB:enabled,feature:ENABLE_STATIC_LIB:disabled-or-rejection
feature	ENABLE_SHARED_LIB	feature:ENABLE_SHARED_LIB:enabled,feature:ENABLE_SHARED_LIB:disabled-or-rejection
feature	ENABLE_UNRAR	feature:ENABLE_UNRAR:enabled,feature:ENABLE_UNRAR:disabled-or-rejection
feature	ENABLE_SYSTEMD	feature:ENABLE_SYSTEMD:enabled,feature:ENABLE_SYSTEMD:disabled-or-rejection
feature	ENABLE_WERROR	feature:ENABLE_WERROR:enabled,feature:ENABLE_WERROR:disabled-or-rejection
feature	ENABLE_ALL_THE_WARNINGS	feature:ENABLE_ALL_THE_WARNINGS:enabled,feature:ENABLE_ALL_THE_WARNINGS:disabled-or-rejection
feature	ENABLE_DEBUG	feature:ENABLE_DEBUG:enabled,feature:ENABLE_DEBUG:disabled-or-rejection
feature	ENABLE_EXPERIMENTAL	feature:ENABLE_EXPERIMENTAL:enabled,feature:ENABLE_EXPERIMENTAL:disabled-or-rejection
feature	ENABLE_FRESHCLAM_DNS_FIX	feature:ENABLE_FRESHCLAM_DNS_FIX:enabled,feature:ENABLE_FRESHCLAM_DNS_FIX:disabled-or-rejection
feature	ENABLE_FRESHCLAM_NO_CACHE	feature:ENABLE_FRESHCLAM_NO_CACHE:enabled,feature:ENABLE_FRESHCLAM_NO_CACHE:disabled-or-rejection
feature	ENABLE_STRN_INTERNAL	feature:ENABLE_STRN_INTERNAL:enabled,feature:ENABLE_STRN_INTERNAL:disabled-or-rejection
